"real","fit"
0.137248001608768,0.140907684945331
0.0962880939771797,0.135387852400705
0.0985268343517598,0.0960590376620258
0.0868096288301817,0.0982086276032874
0.0860979832483272,0.086958021050215
0.0990857306974295,0.0862747144006958
0.0733048259010384,0.0987452677499076
0.0947373407228459,0.0739910022458794
0.0966935521909344,0.0945700380286852
0.0450836301338984,0.0964483498430117
0.0686067889332316,0.0468936222905129
0.0601114475012067,0.0694800490668773
0.00591690968260008,0.0613230065186595
0.0204769421099783,0.00928658698160431
0.0211015890788511,0.0232668142583845
0.0260179523871472,0.0238665867270346
-0.00852115376421964,0.0285871721218831
0.0339770332458819,-0.00457652832599387
0.0439213679587225,0.0362293089010673
-0.0213701060441112,0.0457776433635971
0.0012219461529061,-0.0169138135647007
0.012439308213956,0.00477858485120415
0.0169075319029025,0.0155492525568975
0.0670650444950775,0.0198395440110226
0.0902857629572846,0.0679996995033986
0.0879222582137899,0.0902957296290841
0.0739613710325007,0.088026343647383
0.0404187381269957,0.0746214026382609
0.0736514103031039,0.0424144941839363
0.0947416325348558,0.0743237850700681
0.0805887915792936,0.0945741589334721
0.0649060890024746,0.0809849080744677
0.0567237956322677,0.0659267172749877
0.0769514141868937,0.058070256684578
0.160246254130641,0.0774923772102125
0.272258645713428,0.157470275556577
0.30647758557997,0.265022143998743
0.28786374797555,0.297878427725501
0.306332998254061,0.280005824659484
0.278141532659368,0.297739598111788
0.205578563943915,0.270670764423049
0.225598292769676,0.200997376016826
0.319659317557005,0.220219885334688
0.333495224218876,0.310535240810205
0.301790553105574,0.323820178235864
0.265133861529698,0.293378040822344
0.174659108319289,0.258181080787974
0.2001945624904,0.171309185481359
0.212314225053079,0.195827774619708
0.216999123756507,0.20746481169289
0.250636992356092,0.211963149795453
0.200487537933436,0.244261501497225
0.18825485306342,0.19610908328441
0.198720765587618,0.184363524643587
0.185248048106299,0.194412666805665
0.164890796007907,0.181476455752281
0.16560941358772,0.161929863910144
0.219194025507977,0.162619864920855
0.303206381068089,0.214070646841823
0.292604334494049,0.294737488117501
0.239545065673595,0.284557632994007
